Period,City,Channel,Category,Segment,Manufacturer,Brand,Item Name,Pack_Size,Packaging,Unit_Price,Sales_Volume(KG_LTRS),Sales_Value,Quarter,total_units_sold,total_sales_value_per_period,sales_value_by_city_and_channel,sales_volume_by_city_and_channel,sales_volume_by_category,sales_value_by_category,sales_volume_by_segment,sales_value_by_segment,sales_value_by_category_and_segment,sales_volume_by_category_and_segment,sales_volume_by_manufacturer,sales_value_by_manufacturer,average_unit_price_by_brand,total_sales_volume,total_sales_value,sales_performance_by_manufacturer_and_city,sales_performance_by_brand_and_channel,Category_Segment,Brand_ItemName,City_Channel,PackSize_Packaging,Year_Month,Sales_Rank,Volume_Description
2021-01-01 00:00:00,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,89.0625,66795.658,21286480.63,2021Q1,239006.0983,557199537.2,5380296292,13176137.68,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,101.2961036,589832.644,211389462.7,13334902549,589886502.3,PASTA_DRY PASTA,ALYSSA_ALYSSA  SPAGHETTI    200G SACHET,Abidjan_Boutique,200G_SACHET,2021-01,8,Very_High
2021-01-01 00:00:00,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,99.75,72729.168,26580841.69,2021Q1,266474.6035,557199537.2,5380296292,13176137.68,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,589832.644,211389462.7,13334902549,5192648925,PASTA_DRY PASTA,MAMAN_MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,Abidjan_Boutique,200G_SACHET,2021-01,7,Very_High
2021-01-01 00:00:00,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,99.75,56039.689,20481238.02,2021Q1,205325.6944,557199537.2,5380296292,13176137.68,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,589832.644,211389462.7,13334902549,5192648925,PASTA_DRY PASTA,MAMAN_MAMAN  VERMICELLI    200G SACHET,Abidjan_Boutique,200G_SACHET,2021-01,9,Very_High
2021-01-01 00:00:00,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.75,18220.535,6659200.34,2021Q1,66758.90065,557199537.2,5380296292,13176137.68,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,589832.644,211389462.7,13334902549,5192648925,PASTA_DRY PASTA,MAMAN_MAMAN 1.1 SPAGHETTI    200G SACHET,Abidjan_Boutique,200G_SACHET,2021-01,15,High
2021-01-01 00:00:00,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.75,376047.594,136381702,2021Q1,1367235.108,557199537.2,5380296292,13176137.68,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,589832.644,211389462.7,13334902549,5192648925,PASTA_DRY PASTA,MAMAN_MAMAN 1.5 SPAGHETTI    200G SACHET,Abidjan_Boutique,200G_SACHET,2021-01,1,Very_High
2021-01-01 00:00:00,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,85.5,32284.44,10113609.66,2021Q1,118287.8323,557199537.2,3500605573,8993599.964,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,101.2961036,364110.768,119424670.5,13334902549,264445088.3,PASTA_DRY PASTA,ALYSSA_ALYSSA  SPAGHETTI    200G SACHET,Abidjan_Groceries,200G_SACHET,2021-01,12,High
2021-01-01 00:00:00,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR      200G SACHET,200G,SACHET,71.25,114573.356,29909971.12,2021Q1,419789.0683,557199537.2,3500605573,8993599.964,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,98.28846154,364110.768,119424670.5,13334902549,830392802.3,PASTA_DRY PASTA,BLE D'OR_BLE D'OR      200G SACHET,Abidjan_Groceries,200G_SACHET,2021-01,6,Very_High
2021-01-01 00:00:00,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,99.75,48512.832,17730340.41,2021Q1,177747.7736,557199537.2,3500605573,8993599.964,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,364110.768,119424670.5,13334902549,2661289345,PASTA_DRY PASTA,MAMAN_MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,Abidjan_Groceries,200G_SACHET,2021-01,10,Very_High
2021-01-01 00:00:00,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.75,168740.14,61670749.26,2021Q1,618253.1254,557199537.2,3500605573,8993599.964,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,364110.768,119424670.5,13334902549,2661289345,PASTA_DRY PASTA,MAMAN_MAMAN 1.5 SPAGHETTI    200G SACHET,Abidjan_Groceries,200G_SACHET,2021-01,2,Very_High
2021-01-01 00:00:00,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,85.5,16338.779,5118378.104,2021Q1,59864.07139,557199537.2,4633952732,11482576.31,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,101.2961036,485595.586,169291698.8,13334902549,161161849.1,PASTA_DRY PASTA,ALYSSA_ALYSSA  SPAGHETTI    200G SACHET,Abidjan_Open_Market,200G_SACHET,2021-01,17,High
2021-01-01 00:00:00,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR      200G SACHET,200G,SACHET,85.5,14223.056,4455612.475,2021Q1,52112.42661,557199537.2,4633952732,11482576.31,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,98.28846154,485595.586,169291698.8,13334902549,137501443.8,PASTA_DRY PASTA,BLE D'OR_BLE D'OR      200G SACHET,Abidjan_Open_Market,200G_SACHET,2021-01,21,High
2021-01-01 00:00:00,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,96.1875,123874.421,40023131.66,2021Q1,416094.936,557199537.2,4633952732,11482576.31,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,485595.586,169291698.8,13334902549,4506399540,PASTA_DRY PASTA,MAMAN_MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,Abidjan_Open_Market,200G_SACHET,2021-01,5,Very_High
2021-01-01 00:00:00,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,99.75,13407.595,4900170.488,2021Q1,49124.51617,557199537.2,4633952732,11482576.31,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,485595.586,169291698.8,13334902549,4506399540,PASTA_DRY PASTA,MAMAN_MAMAN  SPAGHETTI    200G SACHET,Abidjan_Open_Market,200G_SACHET,2021-01,18,High
2021-01-01 00:00:00,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,95.67857143,125987.806,43603147.51,2021Q1,455725.3193,557199537.2,4633952732,11482576.31,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,485595.586,169291698.8,13334902549,4506399540,PASTA_DRY PASTA,MAMAN_MAMAN  VERMICELLI    200G SACHET,Abidjan_Open_Market,200G_SACHET,2021-01,4,Very_High
2021-01-01 00:00:00,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.75,34320.504,12543371.21,2021Q1,125748.0823,557199537.2,4633952732,11482576.31,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,485595.586,169291698.8,13334902549,4506399540,PASTA_DRY PASTA,MAMAN_MAMAN 1.1 SPAGHETTI    200G SACHET,Abidjan_Open_Market,200G_SACHET,2021-01,11,High
2021-01-01 00:00:00,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.75,136261.98,49800645.75,2021Q1,499254.594,557199537.2,4633952732,11482576.31,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,485595.586,169291698.8,13334902549,4506399540,PASTA_DRY PASTA,MAMAN_MAMAN 1.5 SPAGHETTI    200G SACHET,Abidjan_Open_Market,200G_SACHET,2021-01,3,Very_High
2021-01-01 00:00:00,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    500G SACHET,500G,SACHET,171,0,0,2021Q1,0,557199537.2,4633952732,11482576.31,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,485595.586,169291698.8,13334902549,4506399540,PASTA_DRY PASTA,MAMAN_MAMAN 1.5 SPAGHETTI    500G SACHET,Abidjan_Open_Market,500G_SACHET,2021-01,42,Very_Low
2021-01-01 00:00:00,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,MONDO,MONDO  SPAGHETTI    500G SACHET,500G,SACHET,285,21181.445,8847241.615,2021Q1,31042.95303,557199537.2,4633952732,11482576.31,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,279885.32,94958108.8,285,485595.586,169291698.8,94958108.8,48660413.28,PASTA_DRY PASTA,MONDO_MONDO  SPAGHETTI    500G SACHET,Abidjan_Open_Market,500G_SACHET,2021-01,13,High
2021-01-01 00:00:00,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,96.1875,19478.045,6368623.64,2021Q1,66210.51217,557199537.2,551050145.8,1428618.033,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,101.2961036,71501.384,24550758.34,1049375116,589886502.3,PASTA_DRY PASTA,ALYSSA_ALYSSA  SPAGHETTI    200G SACHET,Bouake_Boutique,200G_SACHET,2021-01,16,High
2021-01-01 00:00:00,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,99.75,1617.896,591299.9217,2021Q1,5927.818764,557199537.2,551050145.8,1428618.033,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,71501.384,24550758.34,1049375116,5192648925,PASTA_DRY PASTA,MAMAN_MAMAN  SPAGHETTI    200G SACHET,Bouake_Boutique,200G_SACHET,2021-01,37,Very_Low
2021-01-01 00:00:00,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    4540G BAG,4540G,BAG,1710,5508.829,1520485.513,2021Q1,889.1728146,557199537.2,551050145.8,1428618.033,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,71501.384,24550758.34,1049375116,5192648925,PASTA_DRY PASTA,MAMAN_MAMAN  SPAGHETTI    4540G BAG,Bouake_Boutique,4540G_BAG,2021-01,31,Low
2021-01-01 00:00:00,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,94.05,9788.371,3231031.717,2021Q1,34354.40422,557199537.2,551050145.8,1428618.033,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,71501.384,24550758.34,1049375116,5192648925,PASTA_DRY PASTA,MAMAN_MAMAN  VERMICELLI    200G SACHET,Bouake_Boutique,200G_SACHET,2021-01,25,Medium
2021-01-01 00:00:00,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.864,13023.996,4768073.621,2021Q1,47745.67032,557199537.2,551050145.8,1428618.033,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,71501.384,24550758.34,1049375116,5192648925,PASTA_DRY PASTA,MAMAN_MAMAN 1.1 SPAGHETTI    200G SACHET,Bouake_Boutique,200G_SACHET,2021-01,19,High
2021-01-01 00:00:00,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.75,22084.247,8071243.927,2021Q1,80914.72608,557199537.2,551050145.8,1428618.033,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,71501.384,24550758.34,1049375116,5192648925,PASTA_DRY PASTA,MAMAN_MAMAN 1.5 SPAGHETTI    200G SACHET,Bouake_Boutique,200G_SACHET,2021-01,14,High
2021-01-01 00:00:00,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,99.75,5125.898,1873390.488,2021Q1,18780.85702,557199537.2,351091547.5,879381.419,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,101.2961036,44545.914,16144469.4,1049375116,264445088.3,PASTA_DRY PASTA,ALYSSA_ALYSSA  SPAGHETTI    200G SACHET,Bouake_Groceries,200G_SACHET,2021-01,27,Low
2021-01-01 00:00:00,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,99.75,3850.185,1407187.258,2021Q1,14107.14043,557199537.2,351091547.5,879381.419,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,44545.914,16144469.4,1049375116,2661289345,PASTA_DRY PASTA,MAMAN_MAMAN  COQUILLETTES    200G SACHET,Bouake_Groceries,200G_SACHET,2021-01,33,Low
2021-01-01 00:00:00,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    4540G BAG,4540G,BAG,1767,4370.056,1229134.997,2021Q1,695.6055443,557199537.2,351091547.5,879381.419,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,44545.914,16144469.4,1049375116,2661289345,PASTA_DRY PASTA,MAMAN_MAMAN  SPAGHETTI    4540G BAG,Bouake_Groceries,4540G_BAG,2021-01,34,Low
2021-01-01 00:00:00,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,97.85,6325.626,2293140.861,2021Q1,23435.26685,557199537.2,351091547.5,879381.419,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,44545.914,16144469.4,1049375116,2661289345,PASTA_DRY PASTA,MAMAN_MAMAN  VERMICELLI    200G SACHET,Bouake_Groceries,200G_SACHET,2021-01,26,Medium
2021-01-01 00:00:00,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.75,4290.397,1568008.662,2021Q1,15719.38508,557199537.2,351091547.5,879381.419,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,44545.914,16144469.4,1049375116,2661289345,PASTA_DRY PASTA,MAMAN_MAMAN 1.1 SPAGHETTI    200G SACHET,Bouake_Groceries,200G_SACHET,2021-01,30,Low
2021-01-01 00:00:00,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,100.640625,12760.804,4681051.495,2021Q1,46512.54396,557199537.2,351091547.5,879381.419,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,44545.914,16144469.4,1049375116,2661289345,PASTA_DRY PASTA,MAMAN_MAMAN 1.5 SPAGHETTI    200G SACHET,Bouake_Groceries,200G_SACHET,2021-01,20,High
2021-01-01 00:00:00,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    500G SACHET,500G,SACHET,285,206.245,86154.32332,2021Q1,302.2958713,557199537.2,351091547.5,879381.419,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,44545.914,16144469.4,1049375116,2661289345,PASTA_DRY PASTA,MAMAN_MAMAN 1.5 SPAGHETTI    500G SACHET,Bouake_Groceries,500G_SACHET,2021-01,41,Very_Low
2021-01-01 00:00:00,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285,3816.618,1594101.729,2021Q1,5593.339401,557199537.2,351091547.5,879381.419,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,431963.87,180426894.7,285,44545.914,16144469.4,180426894.7,35313757.63,PASTA_DRY PASTA,DOUBA_DOUBA      500G SACHET,Bouake_Groceries,500G_SACHET,2021-01,29,Low
2021-01-01 00:00:00,Bouake,Groceries,PASTA,DRY PASTA,PAGANINI,PAGANINI,PAGANINI  SPAGHETTI    200G SACHET,200G,SACHET,99.75,365.897,133727.5558,2021Q1,1340.627126,557199537.2,351091547.5,879381.419,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,75616.264,31504745.6,105.2307692,44545.914,16144469.4,555531.2982,555531.2982,PASTA_DRY PASTA,PAGANINI_PAGANINI  SPAGHETTI    200G SACHET,Bouake_Groceries,200G_SACHET,2021-01,40,Very_Low
2021-01-01 00:00:00,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI  CAPELLINI    500G SACHET,500G,SACHET,570,261.355,218389.6387,2021Q1,383.1397171,557199537.2,351091547.5,879381.419,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,5071.623,3507418.082,475.4470588,44545.914,16144469.4,3507418.082,3507418.082,PASTA_DRY PASTA,PANZANI_PANZANI  CAPELLINI    500G SACHET,Bouake_Groceries,500G_SACHET,2021-01,39,Very_Low
2021-01-01 00:00:00,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI  TORTI  WITH TOMATO & SPINACH  500G BAG,500G,BAG,855,0,0,2021Q1,0,557199537.2,351091547.5,879381.419,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,5071.623,3507418.082,475.4470588,44545.914,16144469.4,3507418.082,3507418.082,PASTA_DRY PASTA,PANZANI_PANZANI  TORTI  WITH TOMATO & SPINACH  500G BAG,Bouake_Groceries,500G_BAG,2021-01,42,Very_Low
2021-01-01 00:00:00,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA  SPAGHETTI    500G SACHET,500G,SACHET,228,3172.833,1060182.397,2021Q1,4649.922792,557199537.2,351091547.5,879381.419,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,60430.954,22782695.11,257.8571429,44545.914,16144469.4,22782695.11,22782695.11,PASTA_DRY PASTA,PASTA DOUBA_PASTA DOUBA  SPAGHETTI    500G SACHET,Bouake_Groceries,500G_SACHET,2021-01,35,Low
2021-01-01 00:00:00,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,95,9963.721,3412592.381,2021Q1,35922.02506,557199537.2,402864247.4,991022.923,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,101.2961036,44630.583,16398477.45,1049375116,161161849.1,PASTA_DRY PASTA,ALYSSA_ALYSSA  SPAGHETTI    200G SACHET,Bouake_Open_Market,200G_SACHET,2021-01,24,Medium
2021-01-01 00:00:00,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR  SPAGHETTI    200G SACHET,200G,SACHET,85.5,956.576,299642.2578,2021Q1,3504.587811,557199537.2,402864247.4,991022.923,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,98.28846154,44630.583,16398477.45,1049375116,137501443.8,PASTA_DRY PASTA,BLE D'OR_BLE D'OR  SPAGHETTI    200G SACHET,Bouake_Open_Market,200G_SACHET,2021-01,38,Very_Low
2021-01-01 00:00:00,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,92.625,1992.644,631190.8671,2021Q1,6814.476298,557199537.2,402864247.4,991022.923,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,44630.583,16398477.45,1049375116,4506399540,PASTA_DRY PASTA,MAMAN_MAMAN  COQUILLETTES    200G SACHET,Bouake_Open_Market,200G_SACHET,2021-01,36,Low
2021-01-01 00:00:00,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,96.9,5314.107,1858891.785,2021Q1,19183.60975,557199537.2,402864247.4,991022.923,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,44630.583,16398477.45,1049375116,4506399540,PASTA_DRY PASTA,MAMAN_MAMAN  VERMICELLI    200G SACHET,Bouake_Open_Market,200G_SACHET,2021-01,28,Low
2021-01-01 00:00:00,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.75,3852.523,1408041.165,2021Q1,14115.7009,557199537.2,402864247.4,991022.923,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,44630.583,16398477.45,1049375116,4506399540,PASTA_DRY PASTA,MAMAN_MAMAN 1.1 SPAGHETTI    200G SACHET,Bouake_Open_Market,200G_SACHET,2021-01,32,Low
2021-01-01 00:00:00,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.75,12089.13,4418336.07,2021Q1,44294.09594,557199537.2,402864247.4,991022.923,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,44630.583,16398477.45,1049375116,4506399540,PASTA_DRY PASTA,MAMAN_MAMAN 1.5 SPAGHETTI    200G SACHET,Bouake_Open_Market,200G_SACHET,2021-01,22,Medium
2021-01-01 00:00:00,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285,10461.882,4369782.926,2021Q1,15332.57167,557199537.2,402864247.4,991022.923,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,431963.87,180426894.7,285,44630.583,16398477.45,180426894.7,93457162.03,PASTA_DRY PASTA,DOUBA_DOUBA      500G SACHET,Bouake_Open_Market,500G_SACHET,2021-01,23,Medium
2021-02-01 00:00:00,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,89.0625,64285.648,20371533.28,2021Q1,228733.0053,554393012.7,5380296292,13176137.68,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,101.2961036,587321.966,212314812.2,13334902549,589886502.3,PASTA_DRY PASTA,ALYSSA_ALYSSA  SPAGHETTI    200G SACHET,Abidjan_Boutique,200G_SACHET,2021-02,8,Very_High
2021-02-01 00:00:00,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,99.75,62505.929,22844520.18,2021Q1,229017.7462,554393012.7,5380296292,13176137.68,36951336.33,14819860538,36951336.33,14819860538,14819860538,36951336.33,35842215.35,14384277665,303.1168594,587321.966,212314812.2,13334902549,5192648925,PASTA_DRY PASTA,MAMAN_MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,Abidjan_Boutique,200G_SACHET,2021-02,7,Very_High
